번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자
122,조암낚시터,저수지,경기도 화성시 우정읍 한뿌리1길 157-25,경기도 화성시 우정읍 한각리 94-7번지,37.09650621,126.8021179,031-351-1385,355210,붕어+잉어,80,부유형,"15,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,남양호(남양황라),031-5189-3162,경기도 화성시청,2024-08-02
123,송라낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.28422966,126.9017887,031-295-9949,107940,붕어+잉어,120,고정형+부유형,"15,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,칠보산 제3전망대,031-5189-3162,경기도 화성시청,2024-08-02
124,동방낚시터,저수지,경기도 화성시 팔탄면 노하길116번길 198,경기도 화성시 팔탄면 노하리 596번지,37.15153123,126.8634678,031-354-9516,483714,붕어+잉어,130,고정형+부유형,"15,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,우리꽃식물원,031-5189-3162,경기도 화성시청,2024-08-02
125,안석낚시터,저수지,경기도 화성시 남양읍 활초길 214-17,경기도 화성시 남양읍 안석리 산118-1번지,37.16005343,126.8344179,031-356-6435,62016,붕어+잉어,120,고정형+부유형,"25,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,남양성모성지,031-5189-3162,경기도 화성시청,2024-08-02
126,은수포낚시터,저수지,경기도 화성시 서신면 은수포길 194,경기도 화성시 서신면 전곡리 80-12번지,37.19982403,126.6914026,031-357-3423,29814,붕어+잉어,90,없음,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제부도 해안산책로,031-5189-3162,경기도 화성시청,2024-08-02
127,덕우낚시터,저수지,경기도 화성시 봉담읍 삼천병마로 709,경기도 화성시 봉담읍 덕리 70-3번지,37.17108351,126.9358869,031-298-9116,699173,붕어+잉어,220,고정형+부유형,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2024-08-02
128,당골낚시터,저수지,경기도 화성시 장안면 장안리 35 외 6필지,경기도 화성시 장안면 장안리 35 외 6필지,37.05532018,126.8664096,031-351-2881,1312,붕어+잉어,120,고정형,"25,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,남양호(남양황라),031-5189-3162,경기도 화성시청,2024-08-02
129,화성대어낚시터,저수지,경기도 화성시 비봉면 비봉로528번길 40,경기도 화성시 비봉면 삼화리 15-1번지,37.26042685,126.8529977,031-355-7350,2360,붕어+잉어,80,고정형,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,비봉습지공원,031-5189-3162,경기도 화성시청,2024-08-02
130,초당낚시터,저수지,경기도 화성시 봉담읍 주석로 891-21,경기도 화성시 봉담읍 상기리 607번지,37.20057681,126.911655,031-227-0387,2780,붕어+잉어,80,고정형,"15,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2024-08-02
131,성지골낚시터,저수지,경기도 화성시 서신면 장외리 214-2 외 4필지,경기도 화성시 서신면 장외리 214-2 외 4필지,37.17196949,126.6702362,031-357-4722,2843,붕어+잉어,80,없음,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제부도 해안산책로,031-5189-3162,경기도 화성시청,2024-08-02
132,양석낚시터,저수지,경기도 화성시 향남읍 하길리 504-1 외 2필지,경기도 화성시 향남읍 하길리 504-1 외 2필지,37.10886824,126.9240506,031-352-8514,2699,붕어+잉어,80,고정형,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제암리3.1운동순국유적지,031-5189-3162,경기도 화성시청,2024-08-02
133,스타바다좌대낚시터,바다,경기도 화성시 서신면 송교리 405-1 외 1필지,경기도 화성시 서신면 송교리 405-1 외 1필지,37.1705191,126.6577333,031-357-5538,2102,돔류,150,고정형+부유형,"60,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제부도 해안산책로,031-5189-3162,경기도 화성시청,2024-08-02
134,서신레저바다낚시터,바다,경기도 화성시 서신면 화남공단로 79,경기도 화성시 서신면 송교리 42-21번지,37.16170633,126.6814562,031-357-9366,21450,돔류,300,고정형+부유형,"70,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제부도 해안산책로,031-5189-3162,경기도 화성시청,2024-08-02
135,국화리해상좌대낚시터,바다,경기도 화성시 우정읍 국화길 2,경기도 화성시 우정읍 국화리 137번지,37.06090765,126.5593612,031-356-9975,485,우럭,16,부유형,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,국화도,031-5189-3162,경기도 화성시청,2024-08-02
136,매송낚시터,저수지,경기도 화성시 매송면 매송로330번길 50,경기도 화성시 매송면 야목리 574번지,37.26439417,126.8864237,,1853,메기+붕어,93,고정형,"50,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,칠보산 제3전망대,031-5189-3162,경기도 화성시청,2024-08-02
137,죠스실내낚시카페,기타,경기도 화성시 효행로 1051,경기도 화성시 진안동 914-1번지,37.21465039,127.0417616,031-292-3766,84,돔류,26,없음,"11,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,다람산공원,031-5189-3162,경기도 화성시청,2024-08-02
138,화성락실내바다낚시터,기타,경기도 화성시 봉담읍 하가등리 379-12,경기도 화성시 봉담읍 하가등리 379-12,37.14559335,126.9308477,031-292-3855,153,돔류,34,없음,"33,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2024-08-02
139,송라손맛터,저수지,경기도 화성시 매송면 송라리 380-1 외 2필지,경기도 화성시 매송면 송라리 380-1 외 2필지,37.281175,126.895676,031-295-9223,3483,붕어+잉어,160,없음,"10,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2024-08-02
140,시화힐링낚시터,기타,경기도 화성시 안녕남로58번길 4,경기도 화성시 안녕동 176-320번지,37.196444,126.989738,031-223-4617,320.94,돔류,48,없음,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2024-08-02
141,뚜루실내바다낚시터,기타,경기도 화성시 비봉면 쌍학길 75,경기도 화성시 비봉면 쌍학리 175-1번지,37.242891,126.897376,,145.6,돔류,32,없음,"40,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2024-08-02
142,기안실내바다낚시터,기타,경기도 화성시 기안동로 48-4 (기안동),경기도 화성시 기안동 47-2,37.22982549,126.9888555,,126,돔류,28,없음,"60,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,화성건릉,031-5189-3162,경기도 화성시청,2024-08-02
143,형제수산낚시터,기타,경기도 화성시 서신면 매화1길 71,경기도 화성시 서신면 상안리 711-4,37.17381111,126.7062272,,61,장어,13,없음,"100,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,궁평항,031-5189-3162,경기도 화성시청,2024-08-02
144,앵글러실내낚시터,기타,경기도 화성시 동탄대로 446(동탄역 그란비아스타),경기도 화성시 청계동 564(동탄역 그란비아스타),37.1934,127.10006,,65,돔류,13,없음,"12,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,동탄호수공원,031-5189-3162,경기도 화성시청,2024-08-02
145,도깨비 낚시터,기타,"경기도 화성시 10용사로 336-9(능동), B동 1층",경기도 화성시 능동 805,37.1979,127.0545,,126,붕어+잉어,28,없음,"55,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,동탄호수공원,031-5189-3162,경기도 화성시청,2024-08-02
146,비봉 낚시터,기타,경기도 화성시 비봉면 쌍학리 776,"경기도 화성시 비봉면 쌍학리 776, 777, 778",37.2262,126.8958,,2237,붕어,100,없음,"20,000",낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,비봉습지공원,031-5189-3162,경기도 화성시청,2024-08-02
147,본죽낚시터,저수지,경기도 이천시 율면 주래본죽로 508-1,경기도 이천시 율면 본죽리 401,37.08,127.52,,15000,붕어,100,고정형,20000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
148,학암낚시터,저수지,경기도 이천시 신둔면 이장로311번길 490,경기도 이천시 신둔면 고척리 493,37.28,127.37,,13000,붕어+향어+잉어,100,고정형,30000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
149,고담낚시터,저수지,경기도 이천시 진상미로2192번길 217,경기도 이천시 고담동 298-3,37.23,127.46,,29000,붕어,126,고정형,30000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
150,각평낚시터,저수지,경기도 이천시 마장면 덕이로154번길 273,경기도 이천시 마장면 각평리 296-2,37.23,127.38,,39000,붕어+잉어+메기,124,고정형,30000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
151,용면파크낚시터,저수지,,경기도 이천시 신둔면 용면리 533,37.29,127.36,,49000,붕어+향어+잉어+메기+빙어,84,고정형,30000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
152,용풍낚시터,저수지,,경기도 이천시 장호원읍 송산리 298,37.12,127.59,,311000,붕어+가물치,85,고정형,30000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
153,성호낚시터,저수지,,경기도 이천시 설성면 장천리 238,37.13,127.53,,347000,붕어+잉어+동자개,200,고정형,25000,,구명부환+구명조끼+소화기+구급약품,화장실+쓰레기통,,031-644-2334,경기도 이천시청,2024-07-26
154,신 기,저수지,경기도 용인시 처인구 남동 542,,37.219866,127.1912656,,2.07,붕어+잉어+향어,75,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
155,한 터,저수지,경기도 용인시 처인구 양지면 대대리 639-1,,37.2599235,127.276299,,7.76,붕어+잉어+향어,148,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
156,상 덕,저수지,경기도 용인시 처인구 이동읍 서리 873,,37.2149397,127.1636173,,2.09,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
157,삼 인,저수지,경기도 용인시 처인구 남사읍 북리 369,,37.1583712,127.141521,,9.5,붕어+잉어,118,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
158,두 창,저수지,경기도 용인시 처인구 원삼면 두창리 1393,,37.1489493,127.3348678,,19.6,붕어+잉어+향어,78,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
159,아 곡,저수지,경기도 용인시 처인구 백암면 고안리 산153,,37.131062,127.4165405,,1.13,붕어+잉어+향어,0,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
160,동 막,저수지,경기도 용인시 처인구 남사읍 통삼리 646-16,,37.1446296,127.1325699,,1.54,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
161,창 리,저수지,경기도 용인시 처인구 남사읍 창리 377-8,,37.1400831,127.1846965,,9.04,붕어+잉어,98,고정형,80000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
162,요덕골,저수지,경기도 용인시 처인구 이동읍 송전리 41,,37.1373894,127.2199263,,1.7,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
163,신 원,저수지,경기도 용인시 처인구 이동읍 묵리 346,,37.1649538,127.2516595,,23.8,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
164,사계절,저수지,경기도 용인시 처인구 이동읍 송전리 984,,37.1343898,127.19417,,1.42,붕어+잉어,0,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
165,용 담,저수지,경기도 용인시 처인구 원삼면 사암리 1182-2,,37.1888617,127.3069342,,37.6,붕어+잉어,127,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
166,송원,저수지,경기도 용인시 처인구 남사읍 봉무리 678-8,,37.1073578,127.1439165,,0.75,붕어+잉어,0,고정형,(휴업중),,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
167,산 장,저수지,경기도 용인시 처인구 양지면 평창리 537-1,,37.2257809,127.3220522,,2.5,붕어+잉어+향어,0,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
168,묵 리,저수지,경기도 용인시 처인구 이동읍 묵리 591,,37.1760506,127.2327837,,0.29,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
169,이 동,저수지,경기도 용인시 처인구 이동읍 어비리574-3,,37.1259221,127.2040823,,303.58,붕어+잉어+향어,0,고정형,5000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
170,도장골낚시터,평지,경기도 가평군 조종면 대보간선로399번길 63-9,,37.806847,127.373369,,2925,메기+향어,60,없음,40000,,구명부환+구명조끼+소화기+구급약품,화장실+분리수거통,,,경기도 가평군청,2024-11-25
171,산유낚시터,평지,경기도 가평군 가평읍 분자골로 22,,37.757527,127.50958,,1667,메기+향어,41,없음,40000,,구명부환+구명조끼+소화기+구급약품,화장실+분리수거통,,,경기도 가평군청,2024-11-25
172,산수낚시터,평지,경기도 가평군 북면 논남기길 19-35,,37.967557,127.459915,,634,송어,20,없음,30000,,구명부환+구명조끼+소화기+구급약품,화장실+분리수거통,,,경기도 가평군청,2024-11-25
173,가평낚시터,평지,경기도 가평군 가평읍 가화로 440-95,,37.855453,127.510032,,3039,송어+메기,45,없음,30000,,구명부환+구명조끼+소화기+구급약품,화장실+분리수거통,,,경기도 가평군청,2024-11-25
174,고초골,저수지,경기도 용인시 처인구 원삼면 학일리 104,,37.1578429,127.2845366,,4,붕어+잉어+향어,207,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
175,통 삼,저수지,경기도 용인시 처인구 남사읍 통삼리 33번지,,37.1215841,127.1353062,,2.57,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
176,용인실내바다낚시터,기타,경기도 용인시 처인구 포곡읍 영문리 82,,37.2754097,127.206358,,0.12,우럭+광어+참돔,25,실내,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,처인구청 산업과,2024-07-16
177,청춘물고기,기타,"경기도 수원시 팔달구 향교로1번길 22-15, 지하1층","경기도 수원시 팔달구 매산로1가 13-4, 지하1층",37.2691271,127.0008509,031-244-2733,45,붕어류,15,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,수원화성,031-228-2917,수원시 농업기술센터,2024-03-05
178,잉어킹낚시카페,기타,"경기도 수원시 팔달구 경수대로446번길 56, 지하1층","경기도 수원시 팔달구 인계동 1031-3, 지하1층",37.26502616,127.0294519,031-223-8452,121.3,잉어류,42,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,수원화성,031-228-2917,수원시 농업기술센터,2024-03-05
179,도심어부,기타,"경기도 수원시 영통구 영통로 232, 지하1층(영통동, 제2상가동)","경기도 수원시 영통구 영통동 973-3, 지하1층",37.24841817,127.0584843,031-205-7872,21.98,가재류,10,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,수원화성,031-228-2917,수원시 농업기술센터,2024-03-05
180,수원실내낚시터,기타,"경기도 수원시 권선구 권선로 652, 지하1층(권선동)","경기도 수원시 권선구 권선동 967, 지하1층",37.26012603,127.0224305,031-233-2733,86,잉어류,26,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,수원화성,031-228-2917,수원시 농업기술센터,2024-03-05
181,해적왕실내낚시카페,기타,"경기도 수원시 팔달구 효원로307번길 47, 지하1층(인계동, 문화빌딩)","경기도 수원시 팔달구 인계동 1121-6, 지하1층",37.26302406,127.0359218,031-223-1123,88.5,잉어류,30,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,수원화성,031-228-2917,수원시 농업기술센터,2024-03-05
182,수원 락 실내바다 낚시터,기타,경기도 오산시 삼미로47번길 24(내삼미동),경기도 오산시 내삼미동 212,37.1771766,127.066976,031-374-9983,108,돔+매가리+민어,30,고정형,"(2시간)33,000원+(3시간)44,000원",해당없음,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,물향기 수목원,031-8036-7647,경기도 오산시청,2023-11-28
183,삼미낚시터,저수지,경기도 오산시 외삼미로 30(외삼미동),경기도 오산시 외삼미동 358,37.19051,127.054368,031-372-1314,16000,"붕어,잉어,향어,메기",120,고정형,"(1일)20,000원",수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-8036-7647,경기도 오산시청,2023-11-28
184,원동낚시터,저수지,,경기도 오산시 원동 6-1,37.144601,127.091246,031-373-5982,12000,붕어+잉어,40,고정형,"(1일)30,000원",수초지대,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-8036-7647,경기도 오산시청,2023-11-28
185,광탄낚시터,평지,경기도 파주시 광탄면 부흥로 194-42,,37.801422,126.867271,,18000,붕어+잉어 등,130,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
186,발랑낚시터,저수지,경기도 파주시 광탄면 부흥로 596,,37.805583,126.908618,,148211.5,붕어+잉어 등,100,고정형,25000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
187,직천낚시터,저수지,경기도 파주시 법원읍 만월로 505-89,,37.893537,126.921682,,452000,붕어+잉어 등,30,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
188,금곡낚시터,평지,경기도 파주시 법원읍 술이홀로1372번길 347,,37.892585,126.892636,,3589,붕어+잉어 등,58,고정형,30000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
189,썸피싱카페낚시터,평지,"경기도 파주시 금정18길 20, 지하102호",,37.760691,126.775234,,64.41,붕어+잉어 등,15,고정형,10000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
190,자유로낚시터,평지,경기도 파주시 탄현면 엘지로717번길 2-112,,37.837204,126.729808,,1195,붕어+잉어 등,50,고정형,70000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
191,임진낚시캠핑,평지,경기도 파주시 문산읍 임진나루길 178-68,,37.888108,126.792855,,2321,붕어+잉어 등,50,고정형,25000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
192,작은연못낚시터,평지,경기도 파주시 광탄면 방축안길 39-5,,37.812219,126.859396,,576,붕어+잉어 등,50,고정형,10000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
193,감악산낚시터,평지,경기도 파주시 적성면 감골길 48,,37.912155,126.952206,,2702,붕어+잉어 등,150,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
194,양벌낚시터,저수지,경기도 광주시 양촌길 218,경기도 광주시 양벌동 767-1,37.369619,127.258023,031-766-2539,1.2,붕어+잉어,50,고정형,30000,,소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2885,경기도 광주시청,2024-12-09
195,진우낚시터,저수지,경기도 광주시 도척면 저수지길 182,경기도 광주시 도척면 진우리 산55-31,37.311647,127.351043,031-762-7913,6.4,붕어+잉어,250,고정형,30000,,소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2885,경기도 광주시청,2024-12-09
196,추곡낚시터,저수지,경기도 광주시 도척면 추곡길 91,경기도 광주시 도척면 추곡리 386-3,37.280897,127.285867,031-762-1269,1.6,붕어+향어+잉어+메기,48,고정형,30000,,안전사다리+소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2885,경기도 광주시청,2024-12-09
197,한일낚시터,저수지,경기도 광주시 도척면 옛진말길 63-1,경기도 광주시 도척면 진우리 252,37.326982,127.329585,031-762-7887,0.9,붕어+잉어,90,고정형,30000,,소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2885,경기도 광주시청,2024-12-09
198,아름낚시터,평지,경기도 파주시 광탄면 부흥로 422,,37.803784,126.894003,,1085,붕어+잉어 등,30,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
199,넘버원애드낚시터,평지,경기도 파주시 법원읍 보광로 1663,,37.824024,126.868772,,2766,붕어+잉어 등,100,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
200,산골낚시터,평지,경기도 파주시 법원읍 만월로613번길 237,,37.890303,126.914039,,2835,붕어+잉어 등,50,고정형,30000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
201,하마낚시터,평지,경기도 파주시 적성면 국사로 297,,37.961168,126.869634,,4780,붕어+잉어 등,40,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
202,문화레저낚시터,평지,경기도 파주시 광탄면 혜음로 1300-45,,37.796769,126.850252,,2000,붕어+잉어 등,100,고정형,20000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
203,원실내바다낚시터,평지,경기도 파주시 산남로107번길 35-139,,37.700928,126.694877,,96,붕어+잉어 등,24,고정형,22000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
204,매일낚시터,평지,경기도 파주시 광탄면 보광로 898-17,,37.776367,126.884338,,832,붕어+잉어 등,50,고정형,10000원,,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,,경기도 파주시청,2024-08-16
205,용인실내바다낚시터,기타,,경기도 용인시 처인구 포곡읍 영문리 82,37.2754097,127.206358,,0.12,우럭+광어+참돔,25,실내,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
206,통 삼,저수지,,경기도 용인시 처인구 남사읍 통삼리 33번지,37.1215841,127.1353062,,2.57,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
207,고초골,저수지,,경기도 용인시 처인구 원삼면 학일리 104,37.1578429,127.2845366,,4,붕어+잉어+향어,207,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
208,이 동,저수지,,경기도 용인시 처인구 이동읍 어비리574-3,37.1259221,127.2040823,,303.58,붕어+잉어+향어,0,고정형,5000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
209,묵 리,저수지,,경기도 용인시 처인구 이동읍 묵리 591,37.1760506,127.2327837,,0.29,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
210,산 장,저수지,,경기도 용인시 처인구 양지면 평창리 537-1,37.2257809,127.3220522,,2.5,붕어+잉어+향어,0,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
211,송원,저수지,,경기도 용인시 처인구 남사읍 봉무리 678-8,37.1073578,127.1439165,,0.75,붕어+잉어,0,고정형,(휴업중),,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
212,용 담,저수지,,경기도 용인시 처인구 원삼면 사암리 1182-2,37.1888617,127.3069342,,37.6,붕어+잉어,127,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
213,사계절,저수지,,경기도 용인시 처인구 이동읍 송전리 984,37.1343898,127.19417,,1.42,붕어+잉어,0,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
214,신 원,저수지,,경기도 용인시 처인구 이동읍 묵리 346,37.1649538,127.2516595,,23.8,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
215,요덕골,저수지,,경기도 용인시 처인구 이동읍 송전리 41,37.1373894,127.2199263,,1.7,붕어+잉어+향어,0,고정형,60000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
216,창 리,저수지,,경기도 용인시 처인구 남사읍 창리 377-8,37.1400831,127.1846965,,9.04,붕어+잉어,98,고정형,80000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
217,동 막,저수지,,경기도 용인시 처인구 남사읍 통삼리 646-16,37.1446296,127.1325699,,1.54,붕어+잉어+향어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
218,아 곡,저수지,,경기도 용인시 처인구 백암면 고안리 산153,37.131062,127.4165405,,1.13,붕어+잉어+향어,0,고정형,30000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
219,두 창,저수지,,경기도 용인시 처인구 원삼면 두창리 1393,37.1489493,127.3348678,,19.6,붕어+잉어+향어,78,고정형,25000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
